drug_name_raw,therapeutic_raw,therapeutic_min_mg_L,therapeutic_max_mg_L,toxic_raw,toxic_min_mg_L,toxic_max_mg_L,comatose_raw,comatose_min_mg_L,thalf_raw,references,unit_flag,source,page
Levodopa (L-Dopa),0.3-2,0.3,2,5 ; 20,5,5,650,650,1-3,"[4], [445-449]",,Schulz_2020_CritCare,46
Levomepromazine,0.005-0.025 (-0.2),0.005,0.025,0.32 ; 0.4,0.32,0.32,0.5,0.5,16-78,"[4], [270], [1094]",,Schulz_2020_CritCare,46
Levomethadone,0.04-0.4,0.04,0.4,0.4 ; 0.5,0.4,0.4,0.04 ; 0.1-0.2,0.04,24-48 (-55),"[3, 4], [270], [450], [1095]",,Schulz_2020_CritCare,46
Levomilnacipran,0.08-0.12,0.08,0.12,0.2,0.2,0.2,,,6-9 (-12),"[4], [780]",,Schulz_2020_CritCare,46
Levorphanol,0.007-0.02,0.007,0.02,0.1,0.1,0.1,0.9 ; 2.7,0.9,11-30,"[8], [47], [1096]",,Schulz_2020_CritCare,46
Levothyroxine,0.045-0.14,0.045,0.14,,,,,,6-8 (-10)days,"[451], [1097]",,Schulz_2020_CritCare,46
Lidocaine (Lignocaine),0.5-5,0.5,5,6-7,6,7,"10, 12",10,1-4,"[47], [57], [70], [327], [452-454]",,Schulz_2020_CritCare,46
Linagliptin,0.002-0.004,0.002,0.004,,,,,,50-90 (single dose); 110-150 (multiple dose),"[47], [780]",,Schulz_2020_CritCare,46
Linezolid,0.5-4,0.5,4,appr. 7.5,7.5,7.5,,,4-6,"[8], [823], [1098], [1186]",,Schulz_2020_CritCare,46
Lisinopril,(0.005-) 0.02-0.07,0.02,0.07,0.5,0.5,0.5,,,4-12,"[47], [84]",,Schulz_2020_CritCare,46
Lithium,4-8,4,8,8 ; 13,8,8,16,16,8-50,"[4], [47], [80], [264], [455-457]",,Schulz_2020_CritCare,46
Lofepramine,0.003-0.01,0.003,0.01,,,,,,0.5-5,"[47], [57], [458]",,Schulz_2020_CritCare,46
Loperamide,0.00024-0.0031,0.00024,0.0031,0.12,0.12,0.12,0.077 ; 0.18,0.077,7-15,"[459], [857-860]",,Schulz_2020_CritCare,46
Lopinavir (LPV),> 1.0,1.0,1.0,,,,,,5-6,"[2], [110, 111]",,Schulz_2020_CritCare,46
Loprazolam,0.003-0.01,0.003,0.01,,,,,,11-20,[59],,Schulz_2020_CritCare,47
Loratadine,0.001-0.02,0.001,0.02,,,,,,2-15,"[460, 461]",,Schulz_2020_CritCare,47
Lorazepam,(0.02-) 0.03-0.25,0.03,0.25,0.3-0.5,0.3,0.5,,,10-16 (-40),"[4], [59], [224], [462, 463]",,Schulz_2020_CritCare,47
Lorcainide,0.1-0.4 (-0.9),0.1,0.4,,,,,,5-10,"[8], [464-466]",,Schulz_2020_CritCare,47
Lormetazepam,0.002-0.01 (-0.025),0.002,0.01,0.1,0.1,0.1,,,8-15,"[4], [59]",,Schulz_2020_CritCare,47
Lornoxicam,0.1-0.8,0.1,0.8,,,,,,2-6,[8],,Schulz_2020_CritCare,47
Losartan,< 0.2 (-0.65),0.2,0.2,1.8,1.8,1.8,,,1.5-2,"[3], [8], [780]",,Schulz_2020_CritCare,47
Lovastatin,0.003-0.018,0.003,0.018,,,,,,2-3,"[47], [1063]",,Schulz_2020_CritCare,47
Loxapine,0.005-0.03 (-0.1),0.005,0.03,0.02 ; 1,0.02,0.02,7.7,7.7,6-8,"[4], [8], [11], [58]",,Schulz_2020_CritCare,47
Lurasidone,0.015-0.04,0.015,0.04,0.12,0.12,0.12,,,20-40,"[4], [780]",,Schulz_2020_CritCare,47
"Lysergide (lysergic acid diethyl amide, LSD)",0.0005-0.005,0.0005,0.005,0.001,0.001,0.001,0.002-0.005,0.002,appr. 2-5,"[8], [11], [58], [467]",,Schulz_2020_CritCare,47
Macitentan,0.2-0.4,0.2,0.4,,,,,,10-18,[47],,Schulz_2020_CritCare,47
Magnesium,55-75,55,75,120-140,120,140,150-180,150,2.1-2.9,"[3], [47], [58], [468]",,Schulz_2020_CritCare,47
Malathione,-,,,0.35 ; 0.5,0.35,0.35,1.8 ; 175 517,1.8,3-6,"[47], [58]",,Schulz_2020_CritCare,47
Manganese,0.0005-0.0015,0.0005,0.0015,,,,6.7,6.7,12-36days,"[47], [58]",,Schulz_2020_CritCare,47
Mannitol,,,,,,,,,0.25-1.2,[3],,Schulz_2020_CritCare,47
Maprotiline,0.075-0.13,0.075,0.13,0.22 ; 0.5-1,0.22,0.22,1-5,1,20-60,"[4], [8], [1084]",,Schulz_2020_CritCare,48
Maraviroc (MVC),> 0.05,0.05,0.05,,,,,,,[110],,Schulz_2020_CritCare,48
Mebendazole, 0.1,0.1,0.1,,,,,,3-9,"[47], [1099]",,Schulz_2020_CritCare,48
Meclizine (Meclozine),0.001-0.045 (-0.15),0.001,0.045,,,,,,appr. 5-7,"[47], [780], [861]",,Schulz_2020_CritCare,48
Meclofenamic acid (Meclofenamate),appr. (1-) 2-7,2,7,,,,,,0.8-5.3,"[3], [780], [1214]",,Schulz_2020_CritCare,48
Medazepam,0.1-0.5 (-1),0.1,0.5,0.6,0.6,0.6,,,2-5,"[8], [47], [59], [61]",,Schulz_2020_CritCare,48
Mefenamic acid,2-10 (-20),2,10,25,25,25,,,2-4,"[9], [47]",,Schulz_2020_CritCare,49
Mefloquine,0.4-1,0.4,1,1.5-2,1.5,2,,,10-30days,"[47], [469, 470]",,Schulz_2020_CritCare,49
Melatonin,0.0005-0.1,0.0005,0.1,,,,,,0.5-1,[47],,Schulz_2020_CritCare,49
Melitracen,0.01-0.1,0.01,0.1,,,,,,12-24,[8],,Schulz_2020_CritCare,49
Meloxicam,0.4-2,0.4,2,4,4,4,,,17-22,"[8], [471]",,Schulz_2020_CritCare,49
Melperone,0.03-0.1,0.03,0.1,0.2,0.2,0.2,17,17,4-8,"[4], [8], [472, 473], [780]",,Schulz_2020_CritCare,49
Melphalan,-1.5,-1.5,-1.5,,,,,,1.5-2,[8],,Schulz_2020_CritCare,49
Memantine,0.09-0.15,0.09,0.15,0.3,0.3,0.3,12,12,60-100,"[4], [47]",,Schulz_2020_CritCare,49
Mephenesin,3-10,3,10,,,,16,16,1-4,"[8], [47]",,Schulz_2020_CritCare,49
Mepindolol,0.007-0.07,0.007,0.07,,,,,,3-6,"[7], [1100]",,Schulz_2020_CritCare,49
Mepivacaine,appr. 0.4-4,0.4,4,5,5,5,50,50,1-3,"[15], [58]",,Schulz_2020_CritCare,49
Meprobamate,5-10,5,10,10,10,10,30,30,6-17,"[8], [56]",,Schulz_2020_CritCare,49
Meptazinol,0.025-0.25,0.025,0.25,,,,16,16,1-4,"[8], [47], [1101]",,Schulz_2020_CritCare,49
Mercaptopurine,0.03-0.1,0.03,0.1,1-2,1,2,,,0.5-1.5,"[8], [47]",,Schulz_2020_CritCare,49
Mercury,appr. 0.0015-0.002 (< 0.005),0.0015,0.002,0.05,0.05,0.05,0.5,0.5,> 18-24 days,"[47], [64], [66], [100], [474-478]",,Schulz_2020_CritCare,49
Meropenem,> 2-8 (-12),2,8,25,25,25,,,1 (-7),[862],,Schulz_2020_CritCare,50
Mescaline,1.5-3.8,1.5,3.8,,,,,,6,[47],,Schulz_2020_CritCare,50
Mesalazine (Mesalamine),appr. -1,-1,-1,,,,,,0.5-2.4,[479],,Schulz_2020_CritCare,50
Mesoridazine,0.1-1,0.1,1,3-5,3,5,3 ; 4 ; 16,3,2-9 (-20),"[15], [47], [58]",,Schulz_2020_CritCare,50
Metaclazepam,0.05-0.2,0.05,0.2,,,,,,7-23,"[8], [59]",,Schulz_2020_CritCare,50
Metamizole (Dipyrone),10,10,10,20,20,20,,,5-8,[8],,Schulz_2020_CritCare,50
Metandienone (Methandienone),,,,,,,0.008,0.008,,[940],,Schulz_2020_CritCare,50
Metaxalone,0.6-3,0.6,3,11,11,11,37,37,2-14,"[47], [780]",,Schulz_2020_CritCare,50
Metformin,0.1-2,0.1,2,5-10,5,10,91 ; 119 ; 166,91,2-9,"[8], [58], [480, 481], [863-865], [938, 939]",,Schulz_2020_CritCare,50
Methadone,(0.05-) 0.1-0.6,0.1,0.6,0.3 ; 0.6,0.3,0.3,0.4 (0.05-1),0.4,24-48 (-55),"[4], [482-489], [1095]",,Schulz_2020_CritCare,50
Methamphetamine (Methylamphetamine),-0.1,-0.1,-0.1,0.2-1,0.2,1,1-18 ; 40,1,6-15,"[8], [47]",,Schulz_2020_CritCare,50
Methanol,appr. -3,-3,-3,200,200,200,900,900,10-12 (-24),"[8], [47], [58], [325], [490]",,Schulz_2020_CritCare,50
Methapyrilene,appr. 0.1,0.1,0.1,4,4,4,4.4 ; 12 ; 380,4.4,,"[11], [771], [867]",,Schulz_2020_CritCare,50
Methaqualone,1-3,1,3,3-5,3,5,5-10,5,10-40,[8],,Schulz_2020_CritCare,50
Methemoglobin (Met-Hb),-,,,25-30%,25,30,50-70%,50,,"[3], [10, 11], [467]",,Schulz_2020_CritCare,50
Methimazole,0.5-2.5,0.5,2.5,,,,,,2-28,"[8], [467]",,Schulz_2020_CritCare,51
Methocarbamol,25-40 (-50),25,40,250,250,250,,,1-2,"[3], [11], [58]",,Schulz_2020_CritCare,51
Methohexital,0.5-5 (-11),0.5,5,2-20,2,20,,,1-6,"[8, 9], [1107]",,Schulz_2020_CritCare,51
Methomyl,-,,,0.61 ; 1.6,0.61,0.61,1.6 ; 26 (8-57),1.6,,[47],,Schulz_2020_CritCare,51
Methotrexate (MTX),0.01 – appr. 0.5,0.01,0.01,0.75-1,0.75,1,0.12,0.12,(3-) 6-8 (low dose); 8-17 (high dose),"[3], [47], [1108]",,Schulz_2020_CritCare,51
Methoxsalen (8-Methoxypsoralene),0.025-0.1 (-0.2),0.025,0.1,0.6 ; 1,0.6,0.6,,,0.5-1.5,"[3], [10], [47], [58]",,Schulz_2020_CritCare,51
Methsuximide (Mesuximide),10-40,10,40,45 ; 40-50,45,45,,,20-40 (-45),"[3, 4], [8], [11], [58], [491]",,Schulz_2020_CritCare,51
4’-Methyl-alpha- pyrrolidinohexanophenone (MPHP),-,,,,,,0.1,0.1,,[868],,Schulz_2020_CritCare,51
2-Methyl-4-chlorophenoxyacetic acid (MCPA),-,,,appr. 100,100,100,180 ; 456,180,12-72,"[3], [11], [47], [492]",,Schulz_2020_CritCare,51
"2-Methyl-4-chlorophenoxypropionic acid (MCPP, Mecoprop)",-,,,appr. 100,100,100,669 ; 715,669,14-39,"[3], [11], [47]",,Schulz_2020_CritCare,51
Methyldopa,1-5,1,5,7,7,7,9,9,1.5-3 (4-14),"[9], [13, 14], [47]",,Schulz_2020_CritCare,51
"3,4-Methylenedioxyamphetamine (MDA)",-0.4,-0.4,-0.4,1.5,1.5,1.5,1.6-26,1.6,(6-) 10.5-12.5 (-30),"[8], [47], [58], [404-406], [467], [493, 494]",,Schulz_2020_CritCare,51
"3,4-Methylenedioxyethylamphetamine (MDEA, MDE)",-0.2,-0.2,-0.2,,,,1-4.2 ; 12,1,4-8,"[47], [493], [495-497]",,Schulz_2020_CritCare,52
"3,4-Methylenedioxymethylamphetamine (MDMA, Ecstasy, XTC)",0.1-0.35,0.1,0.35,0.35-0.5,0.35,0.5,0.4-0.8; 2.9,0.4,(4-) 7-8 (-10),"[8], [58], [404-406], [467], [493, 494], [498, 499]",,Schulz_2020_CritCare,52
3-Methyl-fentanyl,-,,,,,,0.3-1.9 ng /mL,0.3,,"[1071, 1072]",,Schulz_2020_CritCare,52
Methylphenidate,0.01-0.06,0.01,0.06,0.05 ; 0.1-0.5; 0.107,0.05,0.05,2,2,2-7,"[4], [8], [270], [866]",,Schulz_2020_CritCare,52
"4-Methylthioamphetamine (4-MTA, p-MTA)",,,,1,1,1,2 ; 4.6 ; 7.4,2,7,"[47], [500-504]",,Schulz_2020_CritCare,52
Methyprylon(e),1-20,1,20,12-25,12,25,50; 66,50,3-11,"[8, 9], [1109, 1110]",,Schulz_2020_CritCare,52
Metiamide,0.01-0.06,0.01,0.06,,,,,,,"[58], [1111]",,Schulz_2020_CritCare,52
Metipranolol,0.02-0.08 (-0.17),0.02,0.08,,,,,,2-3.5,"[15], [869]",,Schulz_2020_CritCare,52
Metoclopramide,(0.01-) 0.05-0.15,0.05,0.15,0.2,0.2,0.2,4.4,4.4,3-6,"[15], [66]",,Schulz_2020_CritCare,52
Metocurine,appr. 0.4-1,0.4,1,,,,,,5-7,[1112],,Schulz_2020_CritCare,52
Metolazone,0.005-0.05,0.005,0.05,,,,,,6-11,"[47], [780], [1113]",,Schulz_2020_CritCare,52
Metoprolol,(0.02-) 0.035-0.5 (-0.6),0.035,0.5,0.65 ; 7.8; 12,0.65,0.65,4.7 ; 18 ; 25 ; 63 ; 142,4.7,2.5-7.5,"[3], [7], [47], [870]",,Schulz_2020_CritCare,52
Metrifonate,appr. 1.4-3.6,1.4,3.6,,,,,,2-5,"[8], [47]",,Schulz_2020_CritCare,53
Metronidazole,3-10 (-30),3,10,,,,,,6-14,"[8], [1186]",,Schulz_2020_CritCare,53
Mexiletine,0.5-2,0.5,2,1.5-2,1.5,2,21-45,21,6-17 (-26),"[47], [70], [505]",,Schulz_2020_CritCare,53
Mianserin,0.015-0.07,0.015,0.07,0.14 ; 0.25-0.5,0.14,0.14,1.6 ; 8.6,1.6,14-33,"[4], [8], [56], [223], [1084]",,Schulz_2020_CritCare,53
Mibefradil,appr. 0.2-0.3,0.2,0.3,,,,,,17-25,[8],,Schulz_2020_CritCare,53
Miconazole,< 1,1,1,,,,,,24,[8],,Schulz_2020_CritCare,53
Midazolam,0.04-0.1 (-0.25),0.04,0.1,1-1.5,1,1.5,,,1-3,"[8], [61], [224], [506-508]",,Schulz_2020_CritCare,53
Mifepristone (RU-486),0.1-4,0.1,4,,,,,,(20-) 24-48 (-54),"[47], [509], [1114]",,Schulz_2020_CritCare,53
Milnacipran,(0.05-) 0.1-0.15,0.1,0.15,0.3,0.3,0.3,22,22,5-8,"[4], [1115]",,Schulz_2020_CritCare,53
Milrinone,0.15-0.25,0.15,0.25,0.3,0.3,0.3,,,1-3,"[3], [8], [42], [95]",,Schulz_2020_CritCare,53
Minaprine,appr. 0.1-0.4 (-1)?,0.1,0.4,,,,,,appr. 25-34,"[1119, 1120]",,Schulz_2020_CritCare,53
Minoxidil,appr. 0.02-0.2,0.02,0.2,3.1,3.1,3.1,,,1-4,"[3], [84], [1116]",,Schulz_2020_CritCare,53
Mirabegron,0.005-0.03 (-0.1),0.005,0.03,,,,,,30-50,"[780], [1117]",,Schulz_2020_CritCare,53
Mirtazapine,0.03-0.08 (-0.3),0.03,0.08,0.16 ; 1-2,0.16,0.16,2-3,2,20-40,"[3, 4], [510], [1084]",,Schulz_2020_CritCare,53
Misoprostol,-,,,,,,,,0.5-1,"[3], [511, 512], [1118]",,Schulz_2020_CritCare,53
Mitotane,14-20,14,20,20,20,20,,,18-159days,[513],,Schulz_2020_CritCare,54
Mitragynine (Kratom),0.02-0.1,0.02,0.1,,,,; 0.23 ; 0.6 ; 1.06,0.23,23 ± 16,"[241], [871-877]",,Schulz_2020_CritCare,54
Mizolastine,appr. 0.2-0.8,0.2,0.8,,,,,,5-17,"[3], [8], [47]",,Schulz_2020_CritCare,54
Moclobemide,0.3-1.0 (-3),0.3,1.0,2 ; (2.8; 18; 60.9),2,2,11 ; 30,11,1-7,"[514-519], [1084, 1085], [1127]",,Schulz_2020_CritCare,54
Modafinil,1-1.7 (-4),1,1.7,3.4,3.4,3.4,35,35,10-15,"[4], [89], [520], [1126]",,Schulz_2020_CritCare,54
Moexiprilat,0.005-0.04,0.005,0.04,,,,,,2-10,[8],,Schulz_2020_CritCare,54
Molindone,0.005-0.5,0.005,0.5,0.15,0.15,0.15,6 ; 9.3,6,1.2-2.8,[47],,Schulz_2020_CritCare,54
Molsidomine,0.002-0.03,0.002,0.03,,,,,,1-2.5,[95],,Schulz_2020_CritCare,54
Molybdenum,-0.005,-0.005,-0.005,0.0077,0.0077,0.0077,,,,"[47], [1129]",,Schulz_2020_CritCare,54
Montelukast (MK-0476),0.02-0.3,0.02,0.3,0.6,0.6,0.6,,,3-6,"[3], [521], [1130]",,Schulz_2020_CritCare,54
Moricizine,0.12-1.27,0.12,1.27,,,,,,(3-) 6-13,"[8], [467], [1131, 1132]",,Schulz_2020_CritCare,54
Morphine,0.01-0.1,0.01,0.1,0.1,0.1,0.1,0.1,0.1,1-4,"[87], [522-525]",,Schulz_2020_CritCare,54
Moxonidine,0.001-0.002 (-0.004),0.001,0.002,,,,,,2-4,"[8], [95]",,Schulz_2020_CritCare,54
Muromonab-CD3 (OKT 3),0.1-1.5,0.1,1.5,,,,,,appr. 18,"[1133, 1134]",,Schulz_2020_CritCare,54
Mycophenolate mofetil,0.3-3.5,0.3,3.5,44,44,44,,,16-18,"[526-529], [1135]",,Schulz_2020_CritCare,55
Nabumetone,-,,,,,,,,-,"[47], [530], [780]",,Schulz_2020_CritCare,55
Nadolol,0.01-0.25,0.01,0.25,,,,1.3,1.3,(14-) 20-24,"[7, 8], [47]",,Schulz_2020_CritCare,55
Naftidrofuryl (Nafronyl),< 0.5,0.5,0.5,,,,7.5,7.5,1-2,"[47], [1136]",,Schulz_2020_CritCare,55
Nalbuphine,0.02-0.2,0.02,0.2,,,,,,2.5-7,[8],,Schulz_2020_CritCare,55
Nalidixic acid,10-30,10,30,40-50,40,50,,,1-2 (-7),"[3], [8, 9]",,Schulz_2020_CritCare,55
Nalmefene,0.01-0.05,0.01,0.05,0.2,0.2,0.2,,,5-11,"[3, 4]",,Schulz_2020_CritCare,55
Naloxone,0.01-0.03,0.01,0.03,,,,,,1-2,[8],,Schulz_2020_CritCare,55
Naltrexone,0.003-0.05,0.003,0.05,0.2,0.2,0.2,,,2-5 (-13),[4],,Schulz_2020_CritCare,55
Naphyrone (Naphthylpyrovalerone),,,,0.03,0.03,0.03,,,appr. 34,[531],,Schulz_2020_CritCare,55
Naproxen,(20-) 50-100,50,100,200; 414,200,200,840 ; 1040 ; 1320,840,9-22,"[8], [47], [293], [343], [532, 533], [1155]",,Schulz_2020_CritCare,55
Naratriptan,appr. 0.01-0.05,0.01,0.05,,,,,,5-6,"[3], [8]",,Schulz_2020_CritCare,55
Nateglinide,0.09-1.2 (-6),0.09,1.2,,,,,,1-2,"[47], [780], [1136]",,Schulz_2020_CritCare,55
"25I-NBOMe 2-(4-iodo-2, 5- dimethoxyphenyl)-N-(2- methoxybenzyl)ethanamine",,,,0.3-2.8 ng/mL,0.3,2.8,0.24 ; 0.76 ; 4.7 ; 16,0.24,,"[47], [1050-1052]",NON-MGL:toxic:'ng/mL':'0.3-2.8 ng/mL',Schulz_2020_CritCare,55
Nebivolol,0.001-0.02 (-0.06),0.001,0.02,0.12 ; 0.48,0.12,0.12,,,8-14 (-27),"[3], [8], [47], [534-536], [780]",,Schulz_2020_CritCare,55
Nedocromil,< 0.02,0.02,0.02,,,,,,1.5-3.3,"[3], [47]",,Schulz_2020_CritCare,56
Nefazodone,0.03-2.5,0.03,2.5,5.5,5.5,5.5,,,2-6,"[3], [8], [537-542]",,Schulz_2020_CritCare,56
Nefopam,0.01-0.1,0.01,0.1,0.6 ; 4,0.6,0.6,12,12,3-8,"[8], [47]",,Schulz_2020_CritCare,56
Nelfinavir (NFV),> 0.8,0.8,0.8,,,,,,3.5-5,"[2], [87], [110, 111]",,Schulz_2020_CritCare,56
Neostigmine,appr. 0.001-0.01,0.001,0.01,,,,,,0.4-1.3,"[316], [543]",,Schulz_2020_CritCare,56
Netilmicin,0.5-2; 6-10,0.5,2,appr. 15-20,15,20,,,0.5-3,"[8], [878], [1137]",,Schulz_2020_CritCare,56
Nevirapine (NVP),> 3.0,3.0,3.0,,,,,,25-30,"[2], [110, 111]",,Schulz_2020_CritCare,56
Nicardipine,0.07-0.1,0.07,0.1,,,,5,5,7-12,"[84], [1138]",,Schulz_2020_CritCare,56
Nickel,0.0015-0-005,0.0015,0,appr. 3,3,3,7.5 ; 19,7.5,,"[47], [58], [100]",,Schulz_2020_CritCare,56
Nicotine,0.005-0.03,0.005,0.03,0.4,0.4,0.4,1-2,1,1-4,"[3], [8], [270], [544, 545], [1007-1010]",,Schulz_2020_CritCare,56
Nicotinic acid,4-18,4,18,,,,,,0.3-1,[8],,Schulz_2020_CritCare,56
Nifedipine,0.01-0.2,0.01,0.2,,,,0.15 ; 1.2 ; 5.4,0.15,2-5,"[47], [84]",,Schulz_2020_CritCare,56
Niflumic acid,2-35,2,35,,,,,,2-3,[8],,Schulz_2020_CritCare,56
Nilvadipine,< 0.01,0.01,0.01,,,,,,9-13,"[84], [1139]",,Schulz_2020_CritCare,56
Nimesulide,3-6.5,3,6.5,,,,,,2-7 (11-20),"[3], [8], [546]",,Schulz_2020_CritCare,56
Nimodipine,0.01-0.05,0.01,0.05,,,,,,1-2,"[8], [84]",,Schulz_2020_CritCare,56
Nimustine (ACNU),0.2-0.5 ng/mL,0.2,0.5,,,,,,,[58],NON-MGL:therapeutic:'ng/mL':'0.2-0.5 ng/mL',Schulz_2020_CritCare,57
Nisoldipine,0.001-0.003,0.001,0.003,1.5,1.5,1.5,,,7-12 (-15),"[3], [47], [84]",,Schulz_2020_CritCare,57
Nitrazepam,0.03-0.1,0.03,0.1,0.2,0.2,0.2,5,5,18-30,"[4], [8], [59]",,Schulz_2020_CritCare,57
Nitrendipine,(0.005-) 0.01-0.05,0.01,0.05,,,,,,8-12,"[8], [84]",,Schulz_2020_CritCare,57
p-Nitroaniline (4-Nitroaniline),-,,,,,,4.2,4.2,,[547],,Schulz_2020_CritCare,57
Nitrofurantoin,0.5-5,0.5,5,,,,,,0.7-1.5,"[8], [1140]",,Schulz_2020_CritCare,57
"Nitroglycerin (Glyceryl trinitrate, GTN)",appr. -0.015,-0.015,-0.015,,,,,,20-30 minutes,[548],,Schulz_2020_CritCare,57
Nizatidine,0.05-1,0.05,1,,,,,,0.7-2.1,"[8], [47]",,Schulz_2020_CritCare,57
Nomifensin(e),0.01-0.1,0.01,0.1,8,8,8,17,17,2-5,"[8], [87]",,Schulz_2020_CritCare,57
Nordazepam (Desmethlydiazepam),(0.02 -) 0.12 -0.8,0.12,0.8,1.5,1.5,1.5,,,30-90,"[4], [8], [284, 285], [467]",,Schulz_2020_CritCare,57
Norfenefrine,< 0.002 (-0.4),0.002,0.002,,,,,,(2-) 3-7,"[8], [1141]",,Schulz_2020_CritCare,57
Norfloxacin,0.5-5,0.5,5,,,,,,3-4 (-6),"[3], [47], [58]",,Schulz_2020_CritCare,57
Normesuximide (N-Desmethylmesuximide),10-40,10,40,45,45,45,,,36-45,[4],,Schulz_2020_CritCare,58
Nortriptyline (see also Amitriptyline),0.07-0.17 (0.05-0.15),0.07,0.17,0.3 ; 0.5,0.3,0.3,1-3,1,18-44 (-56),"[4], [76], [80-82], [223], [1084]",,Schulz_2020_CritCare,58
Noscapine,0.02-0.4,0.02,0.4,,,,,,1.5-4,[47],,Schulz_2020_CritCare,58
Obidoxime,1-10 (appr. 10-20 µmol/L),1,10,,,,,,1-12,"[58], [549], [1142]",NEEDS-MOLAR-CONVERSION:therapeutic:'1-10 (appr. 10-20 µmol/L)',Schulz_2020_CritCare,58
Ocfentanil,-,,,,,,3.6 ; 9.1 15.3 ng/mL,3.6,,"[880-883], [1071]",NON-MGL:comatose:'ng/mL':'3.6 ; 9.1 15.3 ng/mL',Schulz_2020_CritCare,58
Octisalate,0.001-0.006 (-0.017),0.001,0.006,,,,,,27-77,[1122],,Schulz_2020_CritCare,58
Octinoxate,0.001-0.008 (-0.03),0.001,0.008,,,,,,50-157,[1122],,Schulz_2020_CritCare,58
Octocrylene,0.001-0.02,0.001,0.02,,,,,,50-80,"[801], [1122]",,Schulz_2020_CritCare,58
Ofloxacin,2-3 (-5.5),2,3,39,39,39,,,5-8,"[3], [550], [1143]",,Schulz_2020_CritCare,58
Olanzapine,(0.001-) 0.02-0.08,0.02,0.08,0.1 ; 0.12,0.1,0.1,0.25 ; 1 ; 2.5 ; 4.9,0.25,(20-) 30-60,"[4], [72], [101], [551-555]",,Schulz_2020_CritCare,58
Olmesartan,0.1-1,0.1,1,,,,,,6-15,"[47], [780]",,Schulz_2020_CritCare,58
Omecamtiv mecarbil,0.03-0.5,0.03,0.5,appr. > 1.2,1.2,1.2,,,18-21,[884-888],,Schulz_2020_CritCare,58
Omeprazole,0.05-4,0.05,4,8,8,8,,,0.5-1 (-1.5),[780],,Schulz_2020_CritCare,59
Ondansetron,0.03-0.3,0.03,0.3,,,,,,3-5.5,"[8], [66]",,Schulz_2020_CritCare,59
Opipramol,0.05-0.5,0.05,0.5,1,1,1,3 -10,3,6-12,"[4], [8], [43], [556]",,Schulz_2020_CritCare,59
Orphenadrine,(0.05-) 0.1-0.2 (-0.8),0.1,0.2,1.7,1.7,1.7,3.6 ; 5,3.6,13-20,"[9], [47], [56], [296], [557]",,Schulz_2020_CritCare,59
Oxaprozin,60-200,60,200,,,,,,30-70,"[47], [780]",,Schulz_2020_CritCare,59
Oxatomide,0.02-0.1,0.02,0.1,0.25,0.25,0.25,0.9,0.9,14-30,"[3], [47]",,Schulz_2020_CritCare,59
Oxazepam,0.2-1.5,0.2,1.5,2,2,2,3.5; 4.4 ; 5.3,3.5,4-20,"[3, 4], [56], [59], [283], [1231]",,Schulz_2020_CritCare,59
Oxcarbazepine,10-35,10,35,35 ; 40 -45,35,35,,,1-5,"[3, 4], [12], [47], [381], [558-560]",,Schulz_2020_CritCare,59
Oxprenolol,0.05-0.3 (-1.0),0.05,0.3,2-3,2,3,10,10,1-4,"[7, 8]",,Schulz_2020_CritCare,59
Oxybenzone,0.083-0.532,0.083,0.532,,,,,,appr. 79,"[801], [1122]",,Schulz_2020_CritCare,59
Oxybutinin (Oxybutynin),0.001-0.02,0.001,0.02,,,,,,2-5 (-12),"[8], [47], [780]",,Schulz_2020_CritCare,59
Oxycodone,0.005-0.1,0.005,0.1,0.2,0.2,0.2,0.6-0.7; 5,0.6,2-5,"[47], [58], [244], [270], [1231]",,Schulz_2020_CritCare,59
Oxyfedrine,appr. 0.06,0.06,0.06,,,,,,4.2,[95],,Schulz_2020_CritCare,59
Oxymorphone,0.5-5 ng/mL,0.5,5,-,,,,,(4-) 7-9 (-12),"[47], [780], [1146]",NON-MGL:therapeutic:'ng/mL':'0.5-5 ng/mL',Schulz_2020_CritCare,59
Oxyphenbutazone,25-100,25,100,200,200,200,,,48-72,"[8], [47]",,Schulz_2020_CritCare,60
Oxypurinol,5-15,5,15,20,20,20,,,18-30,"[8], [11], [58]",,Schulz_2020_CritCare,60
Oxytocin,appr. -0.2 ng/mL,-0.2,-0.2,,,,,,3-5 minutes,[3],NON-MGL:therapeutic:'ng/mL':'appr. -0.2 ng/mL',Schulz_2020_CritCare,60
Paclitaxel,0.25-7,0.25,7,-,,,,,(4-) 8-20,"[8], [47], [1147]",,Schulz_2020_CritCare,60
Paliperidone (9-Hydroxyrisperidone),0.02-0.06,0.02,0.06,0.12,0.12,0.12,,,17-24 (-30),"[4], [47], [1194]",,Schulz_2020_CritCare,60
Pamidronate (Pamidronic acid),< 0.02,0.02,0.02,,,,,,days,"[49], [561]",,Schulz_2020_CritCare,60
Pancuronium,0.025-0.1 (-0.6),0.025,0.1,0.4,0.4,0.4,0.7 ; 1.6,0.7,1.5-2.5,"[8], [47], [562]",,Schulz_2020_CritCare,60
Pantoprazole,1.5-14,1.5,14,28,28,28,,,1-2,"[3], [8], [47]",,Schulz_2020_CritCare,60
